"comparison","ensembl_id","gene_symbol"
"4dpa_vs_0dpa","ENSDARG00000039851","dhdds"
"4dpa_vs_0dpa","ENSDARG00000039872","lamtor2"
"4dpa_vs_0dpa","ENSDARG00000039880","arpp19b"
"4dpa_vs_0dpa","ENSDARG00000039881","cemip"
"4dpa_vs_0dpa","ENSDARG00000039882","ap3s2"
"4dpa_vs_0dpa","ENSDARG00000039887","c1qbp"
"4dpa_vs_0dpa","ENSDARG00000039892","gnpnat1"
"4dpa_vs_0dpa","ENSDARG00000039899","zbtb7a"
"4dpa_vs_0dpa","ENSDARG00000039931","slc25a33"
"4dpa_vs_0dpa","ENSDARG00000039958","utp11"
"4dpa_vs_0dpa","ENSDARG00000039963","fgfbp1a"
"4dpa_vs_0dpa","ENSDARG00000039964","fgfbp2a"
"4dpa_vs_0dpa","ENSDARG00000039980","ppt1"
"4dpa_vs_0dpa","ENSDARG00000039987","hivep2a"
"4dpa_vs_0dpa","ENSDARG00000039999","slc13a5b"
"4dpa_vs_0dpa","ENSDARG00000040001","fryl"
"4dpa_vs_0dpa","ENSDARG00000040005","scfd2"
"4dpa_vs_0dpa","ENSDARG00000040009","palld"
"4dpa_vs_0dpa","ENSDARG00000040021","ebag9"
"4dpa_vs_0dpa","ENSDARG00000040024","gpd1l"
"4dpa_vs_0dpa","ENSDARG00000040036","tcf19l"
"4dpa_vs_0dpa","ENSDARG00000040039","pttg1ipb"
"4dpa_vs_0dpa","ENSDARG00000040045",NA
"4dpa_vs_0dpa","ENSDARG00000040059","gbp"
"4dpa_vs_0dpa","ENSDARG00000040070","coil"
"4dpa_vs_0dpa","ENSDARG00000040076","pycard"
"4dpa_vs_0dpa","ENSDARG00000040110","kif20bb"
"4dpa_vs_0dpa","ENSDARG00000040121","psma2a"
"4dpa_vs_0dpa","ENSDARG00000040131","zfyve26"
"4dpa_vs_0dpa","ENSDARG00000040158","cdc42l"
"4dpa_vs_0dpa","ENSDARG00000040186","fam210ab"
"4dpa_vs_0dpa","ENSDARG00000040190","qdpra"
"4dpa_vs_0dpa","ENSDARG00000040192","nenf"
"4dpa_vs_0dpa","ENSDARG00000040249","tlr18"
"4dpa_vs_0dpa","ENSDARG00000040261","runx2a"
"4dpa_vs_0dpa","ENSDARG00000040284","si:dkey-79d12.5"
"4dpa_vs_0dpa","ENSDARG00000040290","pon3.1"
"4dpa_vs_0dpa","ENSDARG00000040319","c5ar1"
"4dpa_vs_0dpa","ENSDARG00000040334","mat2aa"
"4dpa_vs_0dpa","ENSDARG00000040396","bcl7bb"
"4dpa_vs_0dpa","ENSDARG00000040432","klf2b"
"4dpa_vs_0dpa","ENSDARG00000040439","rsl24d1"
"4dpa_vs_0dpa","ENSDARG00000040440","snrpd2"
"4dpa_vs_0dpa","ENSDARG00000040443","polr2i"
"4dpa_vs_0dpa","ENSDARG00000040445","parp14rs1"
"4dpa_vs_0dpa","ENSDARG00000040452","atosa"
"4dpa_vs_0dpa","ENSDARG00000040455","unc50"
"4dpa_vs_0dpa","ENSDARG00000040485","gsdmeb"
"4dpa_vs_0dpa","ENSDARG00000040492","mthfd1b"
"4dpa_vs_0dpa","ENSDARG00000040513","zgc:92313"
"4dpa_vs_0dpa","ENSDARG00000040523","smpd2a"
"4dpa_vs_0dpa","ENSDARG00000040534","epcam"
"4dpa_vs_0dpa","ENSDARG00000040535","csgalnact1a"
"4dpa_vs_0dpa","ENSDARG00000040553","tmem97"
"4dpa_vs_0dpa","ENSDARG00000040555","bckdha"
"4dpa_vs_0dpa","ENSDARG00000040556","ift20"
"4dpa_vs_0dpa","ENSDARG00000040557","exosc5"
"4dpa_vs_0dpa","ENSDARG00000040571","ube4a"
"4dpa_vs_0dpa","ENSDARG00000040584","eef1akmt1"
"4dpa_vs_0dpa","ENSDARG00000040607","rtf2"
"4dpa_vs_0dpa","ENSDARG00000040621","lrrc32"
"4dpa_vs_0dpa","ENSDARG00000040628","cldn8.2"
"4dpa_vs_0dpa","ENSDARG00000040640","LOC101883645"
"4dpa_vs_0dpa","ENSDARG00000040644","pxylp1"
"4dpa_vs_0dpa","ENSDARG00000040649","prickle1a"
"4dpa_vs_0dpa","ENSDARG00000040666","nifk"
"4dpa_vs_0dpa","ENSDARG00000040707","chchd4b"
"4dpa_vs_0dpa","ENSDARG00000040712","adprh"
"4dpa_vs_0dpa","ENSDARG00000040713","rbbp9"
"4dpa_vs_0dpa","ENSDARG00000040717","macc1"
"4dpa_vs_0dpa","ENSDARG00000040764","id1"
"4dpa_vs_0dpa","ENSDARG00000040799","sst1.1"
"4dpa_vs_0dpa","ENSDARG00000040822","fundc1"
"4dpa_vs_0dpa","ENSDARG00000040853","shoc2"
"4dpa_vs_0dpa","ENSDARG00000040861","tcf25"
"4dpa_vs_0dpa","ENSDARG00000040890","fdps"
"4dpa_vs_0dpa","ENSDARG00000040917","cbfb"
"4dpa_vs_0dpa","ENSDARG00000040920","si:dkey-49n23.1"
"4dpa_vs_0dpa","ENSDARG00000040944","ntd5"
"4dpa_vs_0dpa","ENSDARG00000040959","rabl3"
"4dpa_vs_0dpa","ENSDARG00000040971","zgc:92606"
"4dpa_vs_0dpa","ENSDARG00000040988","tpi1b"
"4dpa_vs_0dpa","ENSDARG00000040991","cttnbp2"
"4dpa_vs_0dpa","ENSDARG00000041006","st3gal4"
"4dpa_vs_0dpa","ENSDARG00000041011","gemin7"
"4dpa_vs_0dpa","ENSDARG00000041051","mid1ip1a"
"4dpa_vs_0dpa","ENSDARG00000041060","lgals9l3"
"4dpa_vs_0dpa","ENSDARG00000041062","calb2a"
"4dpa_vs_0dpa","ENSDARG00000041068","got2a"
"4dpa_vs_0dpa","ENSDARG00000041085","arpin"
"4dpa_vs_0dpa","ENSDARG00000041108","ctsh"
"4dpa_vs_0dpa","ENSDARG00000041155","morf4l1"
"4dpa_vs_0dpa","ENSDARG00000041170","aagab"
"4dpa_vs_0dpa","ENSDARG00000041182","rpl4"
"4dpa_vs_0dpa","ENSDARG00000041215","cetn4"
"4dpa_vs_0dpa","ENSDARG00000041217","xpo6"
"4dpa_vs_0dpa","ENSDARG00000041223","antkmt"
"4dpa_vs_0dpa","ENSDARG00000041232","rps29"
"4dpa_vs_0dpa","ENSDARG00000041304","trak1a"
"4dpa_vs_0dpa","ENSDARG00000041306","mrps25"
"4dpa_vs_0dpa","ENSDARG00000041314","ndufb9"
"4dpa_vs_0dpa","ENSDARG00000041339","zgc:92380"
"4dpa_vs_0dpa","ENSDARG00000041340","mrpl51"
"4dpa_vs_0dpa","ENSDARG00000041361","ttk"
"4dpa_vs_0dpa","ENSDARG00000041363","dctn3"
"4dpa_vs_0dpa","ENSDARG00000041381","bmal2"
"4dpa_vs_0dpa","ENSDARG00000041382","si:dkey-283b15.2"
"4dpa_vs_0dpa","ENSDARG00000041389","si:dkey-81n2.1"
"4dpa_vs_0dpa","ENSDARG00000041391","tmed10"
"4dpa_vs_0dpa","ENSDARG00000041400","ndufa3"
"4dpa_vs_0dpa","ENSDARG00000041413","adgrg11"
"4dpa_vs_0dpa","ENSDARG00000041433","si:dkey-7c18.24"
"4dpa_vs_0dpa","ENSDARG00000041435","uba52"
"4dpa_vs_0dpa","ENSDARG00000041481","smg5"
"4dpa_vs_0dpa","ENSDARG00000041503","med4"
"4dpa_vs_0dpa","ENSDARG00000041505","itm2bb"
"4dpa_vs_0dpa","ENSDARG00000041530","ppih"
"4dpa_vs_0dpa","ENSDARG00000041538","mrps28"
"4dpa_vs_0dpa","ENSDARG00000041600","wdr83"
"4dpa_vs_0dpa","ENSDARG00000041602","mmadhca"
"4dpa_vs_0dpa","ENSDARG00000041607","eif4ebp3l"
"4dpa_vs_0dpa","ENSDARG00000041616","b3gnt9"
"4dpa_vs_0dpa","ENSDARG00000041619","rack1"
"4dpa_vs_0dpa","ENSDARG00000041691","bhlhe41"
"4dpa_vs_0dpa","ENSDARG00000041705","mhc2d8.45b1"
"4dpa_vs_0dpa","ENSDARG00000041715","bco2b"
"4dpa_vs_0dpa","ENSDARG00000041723","zgc:55461"
"4dpa_vs_0dpa","ENSDARG00000041724","glipr2"
"4dpa_vs_0dpa","ENSDARG00000041734","tbc1d32"
"4dpa_vs_0dpa","ENSDARG00000041799","gja1b"
"4dpa_vs_0dpa","ENSDARG00000041811","rps25"
"4dpa_vs_0dpa","ENSDARG00000041869","tnfrsf19"
"4dpa_vs_0dpa","ENSDARG00000041875","ube2v1"
"4dpa_vs_0dpa","ENSDARG00000041904","ankzf1"
"4dpa_vs_0dpa","ENSDARG00000041911","si:ch211-245h14.1"
"4dpa_vs_0dpa","ENSDARG00000041921","hsbp1b"
"4dpa_vs_0dpa","ENSDARG00000041923","ccl38.6"
"4dpa_vs_0dpa","ENSDARG00000041947","styk1b"
"4dpa_vs_0dpa","ENSDARG00000041951","selenoo1"
"4dpa_vs_0dpa","ENSDARG00000041959","cxcr4b"
"4dpa_vs_0dpa","ENSDARG00000041974","brk1"
"4dpa_vs_0dpa","ENSDARG00000041982","adamts6"
"4dpa_vs_0dpa","ENSDARG00000041991","rrp9"
"4dpa_vs_0dpa","ENSDARG00000042021","mapk12a"
"4dpa_vs_0dpa","ENSDARG00000042027","prrx1b"
"4dpa_vs_0dpa","ENSDARG00000042045","hmg20b"
"4dpa_vs_0dpa","ENSDARG00000042112","dio1"
"4dpa_vs_0dpa","ENSDARG00000042115","tmem198aa"
"4dpa_vs_0dpa","ENSDARG00000042124","si:dkey-4e7.3"
"4dpa_vs_0dpa","ENSDARG00000042126","elmo3"
"4dpa_vs_0dpa","ENSDARG00000042133","si:dkey-51e6.1"
"4dpa_vs_0dpa","ENSDARG00000042187","smek1"
"4dpa_vs_0dpa","ENSDARG00000042210","sema3ab"
"4dpa_vs_0dpa","ENSDARG00000042213","elapor2a"
"4dpa_vs_0dpa","ENSDARG00000042233","fgf16"
"4dpa_vs_0dpa","ENSDARG00000042249","frmd4a"
"4dpa_vs_0dpa","ENSDARG00000042259","tgfbr1b"
"4dpa_vs_0dpa","ENSDARG00000042270","arsa"
"4dpa_vs_0dpa","ENSDARG00000042277","efnb3b"
"4dpa_vs_0dpa","ENSDARG00000042296","dlx5a"
"4dpa_vs_0dpa","ENSDARG00000042308","arhgef18b"
"4dpa_vs_0dpa","ENSDARG00000042329","si:dkey-91m11.5"
"4dpa_vs_0dpa","ENSDARG00000042336","impdh1a"
"4dpa_vs_0dpa","ENSDARG00000042337","chrac1"
"4dpa_vs_0dpa","ENSDARG00000042341","tmem251"
"4dpa_vs_0dpa","ENSDARG00000042345","si:dkeyp-55f12.3"
"4dpa_vs_0dpa","ENSDARG00000042428","gstt1a"
"4dpa_vs_0dpa","ENSDARG00000042456","mad2l2"
"4dpa_vs_0dpa","ENSDARG00000042467","tlk1a"
"4dpa_vs_0dpa","ENSDARG00000042469","ndufa12"
"4dpa_vs_0dpa","ENSDARG00000042470","s1pr3a"
"4dpa_vs_0dpa","ENSDARG00000042477","nr2c2"
"4dpa_vs_0dpa","ENSDARG00000042484","tle2a"
"4dpa_vs_0dpa","ENSDARG00000042508","ubr3"
"4dpa_vs_0dpa","ENSDARG00000042518","hipk2"
"4dpa_vs_0dpa","ENSDARG00000042522","katnbl1"
"4dpa_vs_0dpa","ENSDARG00000042527","unga"
"4dpa_vs_0dpa","ENSDARG00000042533","gstm.1"
"4dpa_vs_0dpa","ENSDARG00000042539","ywhaqa"
"4dpa_vs_0dpa","ENSDARG00000042544","degs2"
"4dpa_vs_0dpa","ENSDARG00000042548","tpd52l1"
"4dpa_vs_0dpa","ENSDARG00000042555","dym"
"4dpa_vs_0dpa","ENSDARG00000042561","lpar2b"
"4dpa_vs_0dpa","ENSDARG00000042566","rps7"
"4dpa_vs_0dpa","ENSDARG00000042571","rnaseh1"
"4dpa_vs_0dpa","ENSDARG00000042590","rbm19"
"4dpa_vs_0dpa","ENSDARG00000042620","gstr"
"4dpa_vs_0dpa","ENSDARG00000042627","nhsl1b"
"4dpa_vs_0dpa","ENSDARG00000042641","cyp51"
"4dpa_vs_0dpa","ENSDARG00000042644","sod2"
"4dpa_vs_0dpa","ENSDARG00000042658","acad8"
"4dpa_vs_0dpa","ENSDARG00000042660","fam32a"
"4dpa_vs_0dpa","ENSDARG00000042661","gfus.3"
"4dpa_vs_0dpa","ENSDARG00000042667","klf2a"
"4dpa_vs_0dpa","ENSDARG00000042670","eps15l1a"
"4dpa_vs_0dpa","ENSDARG00000042723","gfra2a"
"4dpa_vs_0dpa","ENSDARG00000042725","cebpb"
"4dpa_vs_0dpa","ENSDARG00000042737","slc52a3-1"
"4dpa_vs_0dpa","ENSDARG00000042747","coasy"
"4dpa_vs_0dpa","ENSDARG00000042777","ndufa11"
"4dpa_vs_0dpa","ENSDARG00000042791","git2b"
"4dpa_vs_0dpa","ENSDARG00000042799","atpaf1"
"4dpa_vs_0dpa","ENSDARG00000042815","alkal2b"
"4dpa_vs_0dpa","ENSDARG00000042823","spcs2"
"4dpa_vs_0dpa","ENSDARG00000042824","nfe2l2a"
"4dpa_vs_0dpa","ENSDARG00000042833","rffl"
"4dpa_vs_0dpa","ENSDARG00000042851","srp9"
"4dpa_vs_0dpa","ENSDARG00000042856","itpka"
"4dpa_vs_0dpa","ENSDARG00000042859","slc5a6a"
"4dpa_vs_0dpa","ENSDARG00000042864","rpl7l1"
"4dpa_vs_0dpa","ENSDARG00000042866","gjb3"
"4dpa_vs_0dpa","ENSDARG00000042874","phlda2"
"4dpa_vs_0dpa","ENSDARG00000042876","abracl"
"4dpa_vs_0dpa","ENSDARG00000042887",NA
"4dpa_vs_0dpa","ENSDARG00000042905","rpl10a"
"4dpa_vs_0dpa","ENSDARG00000042908","hsh2d"
"4dpa_vs_0dpa","ENSDARG00000042927","mapre1a"
"4dpa_vs_0dpa","ENSDARG00000042933","bloc1s6"
"4dpa_vs_0dpa","ENSDARG00000042934","ccn2a"
"4dpa_vs_0dpa","ENSDARG00000042940","nab1a"
"4dpa_vs_0dpa","ENSDARG00000042962","dgcr2"
"4dpa_vs_0dpa","ENSDARG00000042972","plp2a"
"4dpa_vs_0dpa","ENSDARG00000042980","cyp2p7"
"4dpa_vs_0dpa","ENSDARG00000043021","slc26a11"
"4dpa_vs_0dpa","ENSDARG00000043074","grp"
"4dpa_vs_0dpa","ENSDARG00000043079","mmp23ba"
"4dpa_vs_0dpa","ENSDARG00000043084","abhd17ab"
"4dpa_vs_0dpa","ENSDARG00000043102","lxn"
"4dpa_vs_0dpa","ENSDARG00000043128","cldne"
"4dpa_vs_0dpa","ENSDARG00000043130","notch2"
"4dpa_vs_0dpa","ENSDARG00000043131","LOC100007935"
"4dpa_vs_0dpa","ENSDARG00000043133","cldnf"
"4dpa_vs_0dpa","ENSDARG00000043137","cdca8"
"4dpa_vs_0dpa","ENSDARG00000043154","ucp2"
"4dpa_vs_0dpa","ENSDARG00000043177","lsm1"
"4dpa_vs_0dpa","ENSDARG00000043182","hhla2a.1"
"4dpa_vs_0dpa","ENSDARG00000043185","mllt1a"
"4dpa_vs_0dpa","ENSDARG00000043198","si:rp71-1i20.2"
"4dpa_vs_0dpa","ENSDARG00000043210","nfic"
"4dpa_vs_0dpa","ENSDARG00000043226","nfixa"
"4dpa_vs_0dpa","ENSDARG00000043242","si:dkey-222f2.1"
"4dpa_vs_0dpa","ENSDARG00000043247","gtf3c3"
"4dpa_vs_0dpa","ENSDARG00000043275","mgmt"
"4dpa_vs_0dpa","ENSDARG00000043288","impact"
"4dpa_vs_0dpa","ENSDARG00000043301","gtf3c6"
"4dpa_vs_0dpa","ENSDARG00000043304","nop2"
"4dpa_vs_0dpa","ENSDARG00000043307","srd5a3"
"4dpa_vs_0dpa","ENSDARG00000043323","lnx1"
"4dpa_vs_0dpa","ENSDARG00000043342","gpx3"
"4dpa_vs_0dpa","ENSDARG00000043360","dph3"
"4dpa_vs_0dpa","ENSDARG00000043402","zgc:171480"
"4dpa_vs_0dpa","ENSDARG00000043404","rpp21"
"4dpa_vs_0dpa","ENSDARG00000043416","tnfaip2a"
"4dpa_vs_0dpa","ENSDARG00000043436","c1ql1"
"4dpa_vs_0dpa","ENSDARG00000043442","mala.2"
"4dpa_vs_0dpa","ENSDARG00000043446","efhd1"
"4dpa_vs_0dpa","ENSDARG00000043453","rps5"
"4dpa_vs_0dpa","ENSDARG00000043467","ndufb11"
"4dpa_vs_0dpa","ENSDARG00000043485","si:ch211-22i13.2"
"4dpa_vs_0dpa","ENSDARG00000043492","irf1a"
"4dpa_vs_0dpa","ENSDARG00000043509","rpl11"
"4dpa_vs_0dpa","ENSDARG00000043511","prdx6"
"4dpa_vs_0dpa","ENSDARG00000043531","jun"
"4dpa_vs_0dpa","ENSDARG00000043542","zpr1"
"4dpa_vs_0dpa","ENSDARG00000043553","ches1"
"4dpa_vs_0dpa","ENSDARG00000043554","mrpl40"
"4dpa_vs_0dpa","ENSDARG00000043562","zgc:65997"
"4dpa_vs_0dpa","ENSDARG00000043581","gadd45aa"
"4dpa_vs_0dpa","ENSDARG00000043587","srd5a2a"
"4dpa_vs_0dpa","ENSDARG00000043593","rapgef1a"
"4dpa_vs_0dpa","ENSDARG00000043608","eif4ebp1"
"4dpa_vs_0dpa","ENSDARG00000043627","tbc1d9b"
"4dpa_vs_0dpa","ENSDARG00000043631","bcas2"
"4dpa_vs_0dpa","ENSDARG00000043635","cmc2"
"4dpa_vs_0dpa","ENSDARG00000043646","slc6a8"
"4dpa_vs_0dpa","ENSDARG00000043663","faub"
"4dpa_vs_0dpa","ENSDARG00000043665","glrx5"
"4dpa_vs_0dpa","ENSDARG00000043666","abt1"
"4dpa_vs_0dpa","ENSDARG00000043684","bpnt1"
"4dpa_vs_0dpa","ENSDARG00000043687","saysd1"
"4dpa_vs_0dpa","ENSDARG00000043728","srek1ip1"
"4dpa_vs_0dpa","ENSDARG00000043732","cops4"
"4dpa_vs_0dpa","ENSDARG00000043736","si:ch211-282j17.8"
"4dpa_vs_0dpa","ENSDARG00000043781","psmb10"
"4dpa_vs_0dpa","ENSDARG00000043792","si:rp71-7l19.2"
"4dpa_vs_0dpa","ENSDARG00000043795","arhgdia"
"4dpa_vs_0dpa","ENSDARG00000043806","postna"
"4dpa_vs_0dpa","ENSDARG00000043814","st6galnac1.1"
"4dpa_vs_0dpa","ENSDARG00000043848","sod1"
"4dpa_vs_0dpa","ENSDARG00000043857","ufm1"
"4dpa_vs_0dpa","ENSDARG00000043865","timm9"
"4dpa_vs_0dpa","ENSDARG00000043877","mmachc"
"4dpa_vs_0dpa","ENSDARG00000043884","nup43"
"4dpa_vs_0dpa","ENSDARG00000043898","timm10b"
"4dpa_vs_0dpa","ENSDARG00000043899","psma6l"
"4dpa_vs_0dpa","ENSDARG00000043923","sox9b"
"4dpa_vs_0dpa","ENSDARG00000043960","rpf2"
"4dpa_vs_0dpa","ENSDARG00000043973","znf292b"
"4dpa_vs_0dpa","ENSDARG00000044001","lgals3b"
"4dpa_vs_0dpa","ENSDARG00000044010","loxl2a"
"4dpa_vs_0dpa","ENSDARG00000044016","myo6a"
"4dpa_vs_0dpa","ENSDARG00000044039","stx11a"
"4dpa_vs_0dpa","ENSDARG00000044048","prnpb"
"4dpa_vs_0dpa","ENSDARG00000044072","LOC571912"
"4dpa_vs_0dpa","ENSDARG00000044073","fuca2"
"4dpa_vs_0dpa","ENSDARG00000044074","loxl2b"
"4dpa_vs_0dpa","ENSDARG00000044083","peli1b"
"4dpa_vs_0dpa","ENSDARG00000044092","atp5if1b"
"4dpa_vs_0dpa","ENSDARG00000044093","rpl13a"
"4dpa_vs_0dpa","ENSDARG00000044098","egr2a"
"4dpa_vs_0dpa","ENSDARG00000044102","znf593"
"4dpa_vs_0dpa","ENSDARG00000044125","txnb"
"4dpa_vs_0dpa","ENSDARG00000044132","ogna"
"4dpa_vs_0dpa","ENSDARG00000044135","cenpp"
"4dpa_vs_0dpa","ENSDARG00000044136","rab3gap2"
"4dpa_vs_0dpa","ENSDARG00000044183","prkab1a"
"4dpa_vs_0dpa","ENSDARG00000044194","tcta"
"4dpa_vs_0dpa","ENSDARG00000044254","anxa3b"
"4dpa_vs_0dpa","ENSDARG00000044255","rbm18"
"4dpa_vs_0dpa","ENSDARG00000044267","sumo1"
"4dpa_vs_0dpa","ENSDARG00000044295","pip5k1ba"
"4dpa_vs_0dpa","ENSDARG00000044301","atf1"
"4dpa_vs_0dpa","ENSDARG00000044327","tmem185"
"4dpa_vs_0dpa","ENSDARG00000044332","zranb2"
"4dpa_vs_0dpa","ENSDARG00000044345","cyfip1"
"4dpa_vs_0dpa","ENSDARG00000044356","tp63"
"4dpa_vs_0dpa","ENSDARG00000044362","unc119a2"
"4dpa_vs_0dpa","ENSDARG00000044402","nop16"
"4dpa_vs_0dpa","ENSDARG00000044417","disp1"
"4dpa_vs_0dpa","ENSDARG00000044420","dnajc19"
"4dpa_vs_0dpa","ENSDARG00000044433","sned1"
"4dpa_vs_0dpa","ENSDARG00000044436","rps6ka4"
"4dpa_vs_0dpa","ENSDARG00000044488","pak1ip1"
"4dpa_vs_0dpa","ENSDARG00000044491","kif20a"
"4dpa_vs_0dpa","ENSDARG00000044511","etv5b"
"4dpa_vs_0dpa","ENSDARG00000044521","eef1b2"
"4dpa_vs_0dpa","ENSDARG00000044532","nr4a2b"
"4dpa_vs_0dpa","ENSDARG00000044540","fkbp2"
"4dpa_vs_0dpa","ENSDARG00000044544","zgc:110782"
"4dpa_vs_0dpa","ENSDARG00000044545","zgc:77262"
"4dpa_vs_0dpa","ENSDARG00000044551","atg9a"
"4dpa_vs_0dpa","ENSDARG00000044562","cycsb"
"4dpa_vs_0dpa","ENSDARG00000044565","ola1"
"4dpa_vs_0dpa","ENSDARG00000044574","rbms3"
"4dpa_vs_0dpa","ENSDARG00000044588","emp2"
"4dpa_vs_0dpa","ENSDARG00000044601","rtn4a"
"4dpa_vs_0dpa","ENSDARG00000044612","c1qb"
"4dpa_vs_0dpa","ENSDARG00000044625","pcf11"
"4dpa_vs_0dpa","ENSDARG00000044626","ccdc90b"
"4dpa_vs_0dpa","ENSDARG00000044628","dtd1"
"4dpa_vs_0dpa","ENSDARG00000044642","sc5d"
"4dpa_vs_0dpa","ENSDARG00000044691","ppp1r3b"
"4dpa_vs_0dpa","ENSDARG00000044692","eri1"
"4dpa_vs_0dpa","ENSDARG00000044751","ddt"
"4dpa_vs_0dpa","ENSDARG00000044776","clic3"
"4dpa_vs_0dpa","ENSDARG00000044797","cd8a"
"4dpa_vs_0dpa","ENSDARG00000044811","cdk9"
"4dpa_vs_0dpa","ENSDARG00000044820","cstf1"
"4dpa_vs_0dpa","ENSDARG00000044894","zgc:113307"
"4dpa_vs_0dpa","ENSDARG00000044923","ube2wa"
"4dpa_vs_0dpa","ENSDARG00000044925","cdk5rap1"
"4dpa_vs_0dpa","ENSDARG00000044935","hpdb"
"4dpa_vs_0dpa","ENSDARG00000044942","mrpl45"
"4dpa_vs_0dpa","ENSDARG00000044975","krt94"
"4dpa_vs_0dpa","ENSDARG00000044976","krt93"
"4dpa_vs_0dpa","ENSDARG00000045006","ptprga"
"4dpa_vs_0dpa","ENSDARG00000045015","cyp27b1"
"4dpa_vs_0dpa","ENSDARG00000045017","pdrg1"
"4dpa_vs_0dpa","ENSDARG00000045066","entpd1"
"4dpa_vs_0dpa","ENSDARG00000045070","itgb3b"
"4dpa_vs_0dpa","ENSDARG00000045074","arl4d"
"4dpa_vs_0dpa","ENSDARG00000045075","tmem106a"
"4dpa_vs_0dpa","ENSDARG00000045091","mrpl10"
"4dpa_vs_0dpa","ENSDARG00000045131","id4"
"4dpa_vs_0dpa","ENSDARG00000045146","tomm22"
"4dpa_vs_0dpa","ENSDARG00000045155","phf5a"
"4dpa_vs_0dpa","ENSDARG00000045160","msrb1b"
"4dpa_vs_0dpa","ENSDARG00000045167","dlgap5"
"4dpa_vs_0dpa","ENSDARG00000045180","acta2"
"4dpa_vs_0dpa","ENSDARG00000045190","ch25h"
"4dpa_vs_0dpa","ENSDARG00000045219","dkk1b"
"4dpa_vs_0dpa","ENSDARG00000045228","stub1"
"4dpa_vs_0dpa","ENSDARG00000045230","cox6b1"
"4dpa_vs_0dpa","ENSDARG00000045248","h3f3d"
"4dpa_vs_0dpa","ENSDARG00000045249","nif3l1"
"4dpa_vs_0dpa","ENSDARG00000045254","c24h7orf50"
"4dpa_vs_0dpa","ENSDARG00000045262","gsnb"
"4dpa_vs_0dpa","ENSDARG00000045273","tmem204"
"4dpa_vs_0dpa","ENSDARG00000045277","rdh12l"
"4dpa_vs_0dpa","ENSDARG00000045289","gpr137c"
"4dpa_vs_0dpa","ENSDARG00000045296","cops9"
"4dpa_vs_0dpa","ENSDARG00000045304","mtfr1"
"4dpa_vs_0dpa","ENSDARG00000045305","pde7a"
"4dpa_vs_0dpa","ENSDARG00000045306","slc51a"
"4dpa_vs_0dpa","ENSDARG00000045316","map7d2b"
"4dpa_vs_0dpa","ENSDARG00000045351","mix23"
"4dpa_vs_0dpa","ENSDARG00000045352","cst14a.2"
"4dpa_vs_0dpa","ENSDARG00000045355","eloca"
"4dpa_vs_0dpa","ENSDARG00000045359","elocb"
"4dpa_vs_0dpa","ENSDARG00000045360","ube2wb"
"4dpa_vs_0dpa","ENSDARG00000045364","trappc3"
"4dpa_vs_0dpa","ENSDARG00000045367","tuba1b"
"4dpa_vs_0dpa","ENSDARG00000045372","ngdn"
"4dpa_vs_0dpa","ENSDARG00000045399","cct5"
"4dpa_vs_0dpa","ENSDARG00000045401","mllt10"
"4dpa_vs_0dpa","ENSDARG00000045402","commd3"
"4dpa_vs_0dpa","ENSDARG00000045408","tagln"
"4dpa_vs_0dpa","ENSDARG00000045417","fam49bb"
"4dpa_vs_0dpa","ENSDARG00000045420","epdr1"
"4dpa_vs_0dpa","ENSDARG00000045421","stard3nl"
"4dpa_vs_0dpa","ENSDARG00000045422","otulina"
"4dpa_vs_0dpa","ENSDARG00000045428","mcee"
"4dpa_vs_0dpa","ENSDARG00000045437","slc35b3"
"4dpa_vs_0dpa","ENSDARG00000045443","agtr1b"
"4dpa_vs_0dpa","ENSDARG00000045483","lrtm2a"
"4dpa_vs_0dpa","ENSDARG00000045487","rps16"
"4dpa_vs_0dpa","ENSDARG00000045490","ndufb2"
"4dpa_vs_0dpa","ENSDARG00000045514","atp5f1c"
"4dpa_vs_0dpa","ENSDARG00000045515","kin"
"4dpa_vs_0dpa","ENSDARG00000045528","fgd6"
"4dpa_vs_0dpa","ENSDARG00000045530","si:ch211-244b2.4"
"4dpa_vs_0dpa","ENSDARG00000045540","ppp6r2a"
"4dpa_vs_0dpa","ENSDARG00000045542","lamtor4"
"4dpa_vs_0dpa","ENSDARG00000045543","atp6v1f"
"4dpa_vs_0dpa","ENSDARG00000045549","bik"
"4dpa_vs_0dpa","ENSDARG00000045562","pus1"
"4dpa_vs_0dpa","ENSDARG00000045567","phpt1"
"4dpa_vs_0dpa","ENSDARG00000045568","bcat1"
"4dpa_vs_0dpa","ENSDARG00000045598","akr1b1.2"
"4dpa_vs_0dpa","ENSDARG00000045611","nfybb"
"4dpa_vs_0dpa","ENSDARG00000045620","nansa"
"4dpa_vs_0dpa","ENSDARG00000045628","rab34a"
"4dpa_vs_0dpa","ENSDARG00000045666",NA
"4dpa_vs_0dpa","ENSDARG00000045675","mdm1"
"4dpa_vs_0dpa","ENSDARG00000045691","zcrb1"
"4dpa_vs_0dpa","ENSDARG00000045694","prickle1b"
"4dpa_vs_0dpa","ENSDARG00000045705","meig1"
"4dpa_vs_0dpa","ENSDARG00000045708","adm2a"
"4dpa_vs_0dpa","ENSDARG00000045733","ciapin1"
"4dpa_vs_0dpa","ENSDARG00000045755","ccdc59"
"4dpa_vs_0dpa","ENSDARG00000045773","zgc:162634"
