"comparison","ensembl_id","gene_symbol"
"4dpa_vs_0dpa","ENSDARG00000031875","trpa1b"
"4dpa_vs_0dpa","ENSDARG00000031885","psmb12"
"4dpa_vs_0dpa","ENSDARG00000031894","lef1"
"4dpa_vs_0dpa","ENSDARG00000031911","tns3.2"
"4dpa_vs_0dpa","ENSDARG00000031929","stard14"
"4dpa_vs_0dpa","ENSDARG00000031981","pcbd1"
"4dpa_vs_0dpa","ENSDARG00000031985","ptpa"
"4dpa_vs_0dpa","ENSDARG00000032039","mxd1"
"4dpa_vs_0dpa","ENSDARG00000032056","arl6"
"4dpa_vs_0dpa","ENSDARG00000032072","cdk16"
"4dpa_vs_0dpa","ENSDARG00000032083","dpysl2b"
"4dpa_vs_0dpa","ENSDARG00000032087","sgsh"
"4dpa_vs_0dpa","ENSDARG00000032102","prdx3"
"4dpa_vs_0dpa","ENSDARG00000032103","mapk6"
"4dpa_vs_0dpa","ENSDARG00000032117","ddx1"
"4dpa_vs_0dpa","ENSDARG00000032175","puf60a"
"4dpa_vs_0dpa","ENSDARG00000032188","lrrc8aa"
"4dpa_vs_0dpa","ENSDARG00000032264","mybl2b"
"4dpa_vs_0dpa","ENSDARG00000032296","pomp"
"4dpa_vs_0dpa","ENSDARG00000032430","ppp2r1bb"
"4dpa_vs_0dpa","ENSDARG00000032435","itga9"
"4dpa_vs_0dpa","ENSDARG00000032482","si:dkey-40c11.2"
"4dpa_vs_0dpa","ENSDARG00000032496","pon1"
"4dpa_vs_0dpa","ENSDARG00000032516","rrp36"
"4dpa_vs_0dpa","ENSDARG00000032532","arpp19a"
"4dpa_vs_0dpa","ENSDARG00000032535","praf2"
"4dpa_vs_0dpa","ENSDARG00000032565","cacng2a"
"4dpa_vs_0dpa","ENSDARG00000032618","mgst1.1"
"4dpa_vs_0dpa","ENSDARG00000032619","tob1a"
"4dpa_vs_0dpa","ENSDARG00000032623","rcan3"
"4dpa_vs_0dpa","ENSDARG00000032627","scyl2"
"4dpa_vs_0dpa","ENSDARG00000032637","si:dkey-261m9.12"
"4dpa_vs_0dpa","ENSDARG00000032653","sinhcaf"
"4dpa_vs_0dpa","ENSDARG00000032704","qrsl1"
"4dpa_vs_0dpa","ENSDARG00000032708","arl4cb"
"4dpa_vs_0dpa","ENSDARG00000032725","rps27a"
"4dpa_vs_0dpa","ENSDARG00000032795","pgap6"
"4dpa_vs_0dpa","ENSDARG00000032816","tm7sf2"
"4dpa_vs_0dpa","ENSDARG00000032856","ccdc120b"
"4dpa_vs_0dpa","ENSDARG00000032862","ugt5g1"
"4dpa_vs_0dpa","ENSDARG00000032866","erh"
"4dpa_vs_0dpa","ENSDARG00000032876","trit1"
"4dpa_vs_0dpa","ENSDARG00000032970","cox4i1"
"4dpa_vs_0dpa","ENSDARG00000032985","mrpl27"
"4dpa_vs_0dpa","ENSDARG00000032990","plxnb3"
"4dpa_vs_0dpa","ENSDARG00000032997","rnf185"
"4dpa_vs_0dpa","ENSDARG00000033009","h3f3c"
"4dpa_vs_0dpa","ENSDARG00000033012","pcnt"
"4dpa_vs_0dpa","ENSDARG00000033042","ptprja"
"4dpa_vs_0dpa","ENSDARG00000033126","prkrip1"
"4dpa_vs_0dpa","ENSDARG00000033144","psme2"
"4dpa_vs_0dpa","ENSDARG00000033170","sult2st1"
"4dpa_vs_0dpa","ENSDARG00000033171","trappc6bl"
"4dpa_vs_0dpa","ENSDARG00000033175","snrpe"
"4dpa_vs_0dpa","ENSDARG00000033182","arl4ab"
"4dpa_vs_0dpa","ENSDARG00000033201","crip2l"
"4dpa_vs_0dpa","ENSDARG00000033251","osbpl3a"
"4dpa_vs_0dpa","ENSDARG00000033285","gsto2"
"4dpa_vs_0dpa","ENSDARG00000033320","sar1ab"
"4dpa_vs_0dpa","ENSDARG00000033327","unc5b"
"4dpa_vs_0dpa","ENSDARG00000033361","asl"
"4dpa_vs_0dpa","ENSDARG00000033364","mgst3b"
"4dpa_vs_0dpa","ENSDARG00000033367","rrm2b"
"4dpa_vs_0dpa","ENSDARG00000033370","ppil3"
"4dpa_vs_0dpa","ENSDARG00000033376","chchd4a"
"4dpa_vs_0dpa","ENSDARG00000033418","gpatch1"
"4dpa_vs_0dpa","ENSDARG00000033450","nkap"
"4dpa_vs_0dpa","ENSDARG00000033451","atpsckmt"
"4dpa_vs_0dpa","ENSDARG00000033466","tagln2"
"4dpa_vs_0dpa","ENSDARG00000033533","ccdc115"
"4dpa_vs_0dpa","ENSDARG00000033537","p4ha1a"
"4dpa_vs_0dpa","ENSDARG00000033539","paics"
"4dpa_vs_0dpa","ENSDARG00000033596","polr2c"
"4dpa_vs_0dpa","ENSDARG00000033604","lrpap1"
"4dpa_vs_0dpa","ENSDARG00000033614","rasgef1ba"
"4dpa_vs_0dpa","ENSDARG00000033655","stmn1b"
"4dpa_vs_0dpa","ENSDARG00000033738","zgc:153867"
"4dpa_vs_0dpa","ENSDARG00000033789","ndufb7"
"4dpa_vs_0dpa","ENSDARG00000033840","fat3a"
"4dpa_vs_0dpa","ENSDARG00000033889","spty2d1"
"4dpa_vs_0dpa","ENSDARG00000033899","ap2m1b"
"4dpa_vs_0dpa","ENSDARG00000033928","ndfip2"
"4dpa_vs_0dpa","ENSDARG00000033973","mrps23"
"4dpa_vs_0dpa","ENSDARG00000033993","slc19a1"
"4dpa_vs_0dpa","ENSDARG00000034042","dnal1"
"4dpa_vs_0dpa","ENSDARG00000034043","irx5a"
"4dpa_vs_0dpa","ENSDARG00000034117","rarga"
"4dpa_vs_0dpa","ENSDARG00000034146","ccnk"
"4dpa_vs_0dpa","ENSDARG00000034165","lingo1a"
"4dpa_vs_0dpa","ENSDARG00000034174","mrrf"
"4dpa_vs_0dpa","ENSDARG00000034178","cpsf1"
"4dpa_vs_0dpa","ENSDARG00000034187","calm1b"
"4dpa_vs_0dpa","ENSDARG00000034291","rpl37"
"4dpa_vs_0dpa","ENSDARG00000034293","hif1ab"
"4dpa_vs_0dpa","ENSDARG00000034344","pcdh19"
"4dpa_vs_0dpa","ENSDARG00000034375","chst11"
"4dpa_vs_0dpa","ENSDARG00000034403","zgc:173443"
"4dpa_vs_0dpa","ENSDARG00000034409","pik3r3b"
"4dpa_vs_0dpa","ENSDARG00000034423","sncga"
"4dpa_vs_0dpa","ENSDARG00000034424","atp1b2b"
"4dpa_vs_0dpa","ENSDARG00000034473","ttyh3a"
"4dpa_vs_0dpa","ENSDARG00000034518","trdmt1"
"4dpa_vs_0dpa","ENSDARG00000034555",NA
"4dpa_vs_0dpa","ENSDARG00000034633","emc9"
"4dpa_vs_0dpa","ENSDARG00000034650","fabp7b"
"4dpa_vs_0dpa","ENSDARG00000034677","scel"
"4dpa_vs_0dpa","ENSDARG00000034714","esyt1a"
"4dpa_vs_0dpa","ENSDARG00000034753","tspan3a"
"4dpa_vs_0dpa","ENSDARG00000034771","rab13"
"4dpa_vs_0dpa","ENSDARG00000034871","mid2"
"4dpa_vs_0dpa","ENSDARG00000034897","rps10"
"4dpa_vs_0dpa","ENSDARG00000034956","myclb"
"4dpa_vs_0dpa","ENSDARG00000035018","thy1"
"4dpa_vs_0dpa","ENSDARG00000035043","pfdn5"
"4dpa_vs_0dpa","ENSDARG00000035127","rxrab"
"4dpa_vs_0dpa","ENSDARG00000035129","zgc:101858"
"4dpa_vs_0dpa","ENSDARG00000035131","surf4l"
"4dpa_vs_0dpa","ENSDARG00000035133","pho"
"4dpa_vs_0dpa","ENSDARG00000035136","selenow1"
"4dpa_vs_0dpa","ENSDARG00000035146","polr2j"
"4dpa_vs_0dpa","ENSDARG00000035152","ap2b1"
"4dpa_vs_0dpa","ENSDARG00000035167","mrpl48"
"4dpa_vs_0dpa","ENSDARG00000035178","gna14"
"4dpa_vs_0dpa","ENSDARG00000035187","abl1"
"4dpa_vs_0dpa","ENSDARG00000035198","gcnt4a"
"4dpa_vs_0dpa","ENSDARG00000035264","riok2"
"4dpa_vs_0dpa","ENSDARG00000035282","emc6"
"4dpa_vs_0dpa","ENSDARG00000035308","grb10b"
"4dpa_vs_0dpa","ENSDARG00000035309","entpd3"
"4dpa_vs_0dpa","ENSDARG00000035325","srsf7a"
"4dpa_vs_0dpa","ENSDARG00000035326","nccrp1"
"4dpa_vs_0dpa","ENSDARG00000035329","capns1a"
"4dpa_vs_0dpa","ENSDARG00000035330","taf1"
"4dpa_vs_0dpa","ENSDARG00000035332","cfap298"
"4dpa_vs_0dpa","ENSDARG00000035398","enc1"
"4dpa_vs_0dpa","ENSDARG00000035399","ankra2"
"4dpa_vs_0dpa","ENSDARG00000035400","btf3"
"4dpa_vs_0dpa","ENSDARG00000035427","surf6"
"4dpa_vs_0dpa","ENSDARG00000035433","arpc5lb"
"4dpa_vs_0dpa","ENSDARG00000035434","zmat5"
"4dpa_vs_0dpa","ENSDARG00000035515","tm2d2"
"4dpa_vs_0dpa","ENSDARG00000035519","histh1l1"
"4dpa_vs_0dpa","ENSDARG00000035535","rasa1a"
"4dpa_vs_0dpa","ENSDARG00000035540","brwd3"
"4dpa_vs_0dpa","ENSDARG00000035549","uprt"
"4dpa_vs_0dpa","ENSDARG00000035556","rps6ka3a"
"4dpa_vs_0dpa","ENSDARG00000035557","gabarapa"
"4dpa_vs_0dpa","ENSDARG00000035559","tp53"
"4dpa_vs_0dpa","ENSDARG00000035562","mpdu1a"
"4dpa_vs_0dpa","ENSDARG00000035570","zgc:101016"
"4dpa_vs_0dpa","ENSDARG00000035573","zgc:86811"
"4dpa_vs_0dpa","ENSDARG00000035596","iscua"
"4dpa_vs_0dpa","ENSDARG00000035598","coro1ca"
"4dpa_vs_0dpa","ENSDARG00000035607","ankle2"
"4dpa_vs_0dpa","ENSDARG00000035610","zgc:113208"
"4dpa_vs_0dpa","ENSDARG00000035618","coq5"
"4dpa_vs_0dpa","ENSDARG00000035622","xbp1"
"4dpa_vs_0dpa","ENSDARG00000035625","snrnp27"
"4dpa_vs_0dpa","ENSDARG00000035631","sdf2l1"
"4dpa_vs_0dpa","ENSDARG00000035632","ccl19a.2"
"4dpa_vs_0dpa","ENSDARG00000035660","kiaa0319l"
"4dpa_vs_0dpa","ENSDARG00000035678","zgc:91910"
"4dpa_vs_0dpa","ENSDARG00000035679","psma2b"
"4dpa_vs_0dpa","ENSDARG00000035682","ltbp3"
"4dpa_vs_0dpa","ENSDARG00000035692","rps3a"
"4dpa_vs_0dpa","ENSDARG00000035699","srp19"
"4dpa_vs_0dpa","ENSDARG00000035706","dock6"
"4dpa_vs_0dpa","ENSDARG00000035715","marcksl1b"
"4dpa_vs_0dpa","ENSDARG00000035719","arl5c"
"4dpa_vs_0dpa","ENSDARG00000035797","si:dkey-17m8.2"
"4dpa_vs_0dpa","ENSDARG00000035809","col1a1b"
"4dpa_vs_0dpa","ENSDARG00000035810","rgcc"
"4dpa_vs_0dpa","ENSDARG00000035823","zmym4.1"
"4dpa_vs_0dpa","ENSDARG00000035858","cnn2"
"4dpa_vs_0dpa","ENSDARG00000035859","angptl4"
"4dpa_vs_0dpa","ENSDARG00000035860","rps28"
"4dpa_vs_0dpa","ENSDARG00000035871","rpl30"
"4dpa_vs_0dpa","ENSDARG00000035882","rida"
"4dpa_vs_0dpa","ENSDARG00000035890","fuca1.1"
"4dpa_vs_0dpa","ENSDARG00000035899","lingo1b"
"4dpa_vs_0dpa","ENSDARG00000035904","crabp1b"
"4dpa_vs_0dpa","ENSDARG00000035909","mfsd2ab"
"4dpa_vs_0dpa","ENSDARG00000035913","yars1"
"4dpa_vs_0dpa","ENSDARG00000035914","tmem167a"
"4dpa_vs_0dpa","ENSDARG00000035942","hrh3"
"4dpa_vs_0dpa","ENSDARG00000035952","cdr2a"
"4dpa_vs_0dpa","ENSDARG00000035957","gmnn"
"4dpa_vs_0dpa","ENSDARG00000035987","psmg2"
"4dpa_vs_0dpa","ENSDARG00000035993","sumo3b"
"4dpa_vs_0dpa","ENSDARG00000036028","arrdc3b"
"4dpa_vs_0dpa","ENSDARG00000036036","mdka"
"4dpa_vs_0dpa","ENSDARG00000036057","tradd"
"4dpa_vs_0dpa","ENSDARG00000036060","exosc6"
"4dpa_vs_0dpa","ENSDARG00000036064","cnep1r1"
"4dpa_vs_0dpa","ENSDARG00000036065","mgat1b"
"4dpa_vs_0dpa","ENSDARG00000036070","polr1h"
"4dpa_vs_0dpa","ENSDARG00000036071","gtf2h4"
"4dpa_vs_0dpa","ENSDARG00000036074","cebpa"
"4dpa_vs_0dpa","ENSDARG00000036082","tph1b"
"4dpa_vs_0dpa","ENSDARG00000036092","sdhaf3"
"4dpa_vs_0dpa","ENSDARG00000036096","smad3a"
"4dpa_vs_0dpa","ENSDARG00000036100","eya3"
"4dpa_vs_0dpa","ENSDARG00000036102","ctdsp2"
"4dpa_vs_0dpa","ENSDARG00000036136","tipin"
"4dpa_vs_0dpa","ENSDARG00000036147","ano5b"
"4dpa_vs_0dpa","ENSDARG00000036161","hnrnpa0l"
"4dpa_vs_0dpa","ENSDARG00000036168","nfatc1"
"4dpa_vs_0dpa","ENSDARG00000036190","txnl4a"
"4dpa_vs_0dpa","ENSDARG00000036254","hoxa13b"
"4dpa_vs_0dpa","ENSDARG00000036279","lamc1"
"4dpa_vs_0dpa","ENSDARG00000036298","rps13"
"4dpa_vs_0dpa","ENSDARG00000036305","phf23b"
"4dpa_vs_0dpa","ENSDARG00000036316","rpl39"
"4dpa_vs_0dpa","ENSDARG00000036329","ndufa1"
"4dpa_vs_0dpa","ENSDARG00000036335","c1galt1c1"
"4dpa_vs_0dpa","ENSDARG00000036382","ponzr6"
"4dpa_vs_0dpa","ENSDARG00000036386","rbm4.1"
"4dpa_vs_0dpa","ENSDARG00000036456","anxa4"
"4dpa_vs_0dpa","ENSDARG00000036541","rhbdf1a"
"4dpa_vs_0dpa","ENSDARG00000036542","pknox1.2"
"4dpa_vs_0dpa","ENSDARG00000036549","agpat3"
"4dpa_vs_0dpa","ENSDARG00000036571","sema3e"
"4dpa_vs_0dpa","ENSDARG00000036588","mhc1zba"
"4dpa_vs_0dpa","ENSDARG00000036625","polr2f"
"4dpa_vs_0dpa","ENSDARG00000036626","sema6ba"
"4dpa_vs_0dpa","ENSDARG00000036628","cd74b"
"4dpa_vs_0dpa","ENSDARG00000036629","rps14"
"4dpa_vs_0dpa","ENSDARG00000036637","arl11"
"4dpa_vs_0dpa","ENSDARG00000036670","aplnrb"
"4dpa_vs_0dpa","ENSDARG00000036675","hnrnpa1b"
"4dpa_vs_0dpa","ENSDARG00000036678","trmt10a"
"4dpa_vs_0dpa","ENSDARG00000036684","ndufa7"
"4dpa_vs_0dpa","ENSDARG00000036687","bcl9"
"4dpa_vs_0dpa","ENSDARG00000036700","si:ch211-114n24.6"
"4dpa_vs_0dpa","ENSDARG00000036704","tmem18"
"4dpa_vs_0dpa","ENSDARG00000036754","hmgn3"
"4dpa_vs_0dpa","ENSDARG00000036764","hax1"
"4dpa_vs_0dpa","ENSDARG00000036775","dtd2"
"4dpa_vs_0dpa","ENSDARG00000036778","hbs1l"
"4dpa_vs_0dpa","ENSDARG00000036781","haus2"
"4dpa_vs_0dpa","ENSDARG00000036784","commd7"
"4dpa_vs_0dpa","ENSDARG00000036785","si:ch211-226m16.2"
"4dpa_vs_0dpa","ENSDARG00000036791","dnmt3bb.1"
"4dpa_vs_0dpa","ENSDARG00000036793","ttll5"
"4dpa_vs_0dpa","ENSDARG00000036826","ankrd52a"
"4dpa_vs_0dpa","ENSDARG00000036830","krt91"
"4dpa_vs_0dpa","ENSDARG00000036832","cyt1l"
"4dpa_vs_0dpa","ENSDARG00000036840","krt15"
"4dpa_vs_0dpa","ENSDARG00000036848",NA
"4dpa_vs_0dpa","ENSDARG00000036863","myo1d"
"4dpa_vs_0dpa","ENSDARG00000036864","slc34a2b"
"4dpa_vs_0dpa","ENSDARG00000036875","rps12"
"4dpa_vs_0dpa","ENSDARG00000036876","zgc:153284"
"4dpa_vs_0dpa","ENSDARG00000036888","zgc:153935"
"4dpa_vs_0dpa","ENSDARG00000036912","edn1"
"4dpa_vs_0dpa","ENSDARG00000036924","tatdn1"
"4dpa_vs_0dpa","ENSDARG00000036929","rnf139"
"4dpa_vs_0dpa","ENSDARG00000036930","tbx18"
"4dpa_vs_0dpa","ENSDARG00000036956","asxl1"
"4dpa_vs_0dpa","ENSDARG00000036966","hsd3b7"
"4dpa_vs_0dpa","ENSDARG00000036967","smox"
"4dpa_vs_0dpa","ENSDARG00000036987","has2"
"4dpa_vs_0dpa","ENSDARG00000036994","tbc1d16"
"4dpa_vs_0dpa","ENSDARG00000036995","lsm6"
"4dpa_vs_0dpa","ENSDARG00000037009","banf1"
"4dpa_vs_0dpa","ENSDARG00000037012","slc3a2b"
"4dpa_vs_0dpa","ENSDARG00000037017","ube4b"
"4dpa_vs_0dpa","ENSDARG00000037020","kif1b"
"4dpa_vs_0dpa","ENSDARG00000037030","casz1"
"4dpa_vs_0dpa","ENSDARG00000037033","ptger2b"
"4dpa_vs_0dpa","ENSDARG00000037038","psmc6"
"4dpa_vs_0dpa","ENSDARG00000037057","gcdha"
"4dpa_vs_0dpa","ENSDARG00000037060",NA
"4dpa_vs_0dpa","ENSDARG00000037064","galca"
"4dpa_vs_0dpa","ENSDARG00000037069","zdhhc14"
"4dpa_vs_0dpa","ENSDARG00000037070","tmem242"
"4dpa_vs_0dpa","ENSDARG00000037071","rps26"
"4dpa_vs_0dpa","ENSDARG00000037097","slc7a2"
"4dpa_vs_0dpa","ENSDARG00000037108","pfdn6"
"4dpa_vs_0dpa","ENSDARG00000037109","pwp2h"
"4dpa_vs_0dpa","ENSDARG00000037116","cxcl12a"
"4dpa_vs_0dpa","ENSDARG00000037145","slc8a4b"
"4dpa_vs_0dpa","ENSDARG00000037154","LOC568037"
"4dpa_vs_0dpa","ENSDARG00000037176","ggh"
"4dpa_vs_0dpa","ENSDARG00000037178","zic2b"
"4dpa_vs_0dpa","ENSDARG00000037186","tpbg"
"4dpa_vs_0dpa","ENSDARG00000037188","rpa2"
"4dpa_vs_0dpa","ENSDARG00000037196","arid5b"
"4dpa_vs_0dpa","ENSDARG00000037199","zgc:101851"
"4dpa_vs_0dpa","ENSDARG00000037229","denr"
"4dpa_vs_0dpa","ENSDARG00000037238","smad5"
"4dpa_vs_0dpa","ENSDARG00000037245","trmo"
"4dpa_vs_0dpa","ENSDARG00000037259","ndufb6"
"4dpa_vs_0dpa","ENSDARG00000037261","mtap"
"4dpa_vs_0dpa","ENSDARG00000037267","zgc:158263"
"4dpa_vs_0dpa","ENSDARG00000037284","ptges3a"
"4dpa_vs_0dpa","ENSDARG00000037350","rpl9"
"4dpa_vs_0dpa","ENSDARG00000037363","dennd2b"
"4dpa_vs_0dpa","ENSDARG00000037390","gsg1l"
"4dpa_vs_0dpa","ENSDARG00000037392","med19a"
"4dpa_vs_0dpa","ENSDARG00000037410","med28"
"4dpa_vs_0dpa","ENSDARG00000037421","egr1"
"4dpa_vs_0dpa","ENSDARG00000037423","smim19"
"4dpa_vs_0dpa","ENSDARG00000037429","tll1"
"4dpa_vs_0dpa","ENSDARG00000037488","canx"
"4dpa_vs_0dpa","ENSDARG00000037501","aasdhppt"
"4dpa_vs_0dpa","ENSDARG00000037559","uba1"
"4dpa_vs_0dpa","ENSDARG00000037570","polr1d"
"4dpa_vs_0dpa","ENSDARG00000037593","prickle2b"
"4dpa_vs_0dpa","ENSDARG00000037603","zgc:162144"
"4dpa_vs_0dpa","ENSDARG00000037618","ddit4"
"4dpa_vs_0dpa","ENSDARG00000037628","trpt1"
"4dpa_vs_0dpa","ENSDARG00000037640","aurkb"
"4dpa_vs_0dpa","ENSDARG00000037645","fbxo6.3"
"4dpa_vs_0dpa","ENSDARG00000037647","rnf175"
"4dpa_vs_0dpa","ENSDARG00000037652","ints15"
"4dpa_vs_0dpa","ENSDARG00000037654","pmm2"
"4dpa_vs_0dpa","ENSDARG00000037675","npm1b"
"4dpa_vs_0dpa","ENSDARG00000037713","pcnp"
"4dpa_vs_0dpa","ENSDARG00000037773","rybpa"
"4dpa_vs_0dpa","ENSDARG00000037790","pvalb8"
"4dpa_vs_0dpa","ENSDARG00000037804","phlda3"
"4dpa_vs_0dpa","ENSDARG00000037833","mitfb"
"4dpa_vs_0dpa","ENSDARG00000037835","polr3k"
"4dpa_vs_0dpa","ENSDARG00000037860","cox6b2"
"4dpa_vs_0dpa","ENSDARG00000037867","atp5mf"
"4dpa_vs_0dpa","ENSDARG00000037870","actb2"
"4dpa_vs_0dpa","ENSDARG00000037872","foxk1"
"4dpa_vs_0dpa","ENSDARG00000037909","timm29"
"4dpa_vs_0dpa","ENSDARG00000037955","pih1d1"
"4dpa_vs_0dpa","ENSDARG00000037960","lrrc17"
"4dpa_vs_0dpa","ENSDARG00000037967","si:dkey-16l2.16"
"4dpa_vs_0dpa","ENSDARG00000037980","elob"
"4dpa_vs_0dpa","ENSDARG00000037997","tubb5"
"4dpa_vs_0dpa","ENSDARG00000038010","rac2"
"4dpa_vs_0dpa","ENSDARG00000038025","cbx7a"
"4dpa_vs_0dpa","ENSDARG00000038027","nol12"
"4dpa_vs_0dpa","ENSDARG00000038028","ndufa6"
"4dpa_vs_0dpa","ENSDARG00000038030","rbx1"
"4dpa_vs_0dpa","ENSDARG00000038066","kpna2"
"4dpa_vs_0dpa","ENSDARG00000038067","smurf2"
"4dpa_vs_0dpa","ENSDARG00000038076","romo1"
"4dpa_vs_0dpa","ENSDARG00000038095","socs1a"
"4dpa_vs_0dpa","ENSDARG00000038099","gskip"
"4dpa_vs_0dpa","ENSDARG00000038123","myl9a"
"4dpa_vs_0dpa","ENSDARG00000038154","isca2"
"4dpa_vs_0dpa","ENSDARG00000038159","tcf7l1a"
"4dpa_vs_0dpa","ENSDARG00000038207","aldh4a1"
"4dpa_vs_0dpa","ENSDARG00000038228","selenow2a"
"4dpa_vs_0dpa","ENSDARG00000038239","tnpo2a"
"4dpa_vs_0dpa","ENSDARG00000038242","zgc:113333"
"4dpa_vs_0dpa","ENSDARG00000038248","ggact.2"
"4dpa_vs_0dpa","ENSDARG00000038278","ptgir"
"4dpa_vs_0dpa","ENSDARG00000038288","cd151"
"4dpa_vs_0dpa","ENSDARG00000038308","ykt6"
"4dpa_vs_0dpa","ENSDARG00000038312","rcl1"
"4dpa_vs_0dpa","ENSDARG00000038321","zgc:172053"
"4dpa_vs_0dpa","ENSDARG00000038359","enosf1"
"4dpa_vs_0dpa","ENSDARG00000038360","thg1l"
"4dpa_vs_0dpa","ENSDARG00000038397","rpap2"
"4dpa_vs_0dpa","ENSDARG00000038422","entpd4"
"4dpa_vs_0dpa","ENSDARG00000038428","sulf1"
"4dpa_vs_0dpa","ENSDARG00000038429","csrnp1b"
"4dpa_vs_0dpa","ENSDARG00000038442","plcg1"
"4dpa_vs_0dpa","ENSDARG00000038446","nrp2b"
"4dpa_vs_0dpa","ENSDARG00000038456","mrps35"
"4dpa_vs_0dpa","ENSDARG00000038505","polr2h"
"4dpa_vs_0dpa","ENSDARG00000038541","ccr12a"
"4dpa_vs_0dpa","ENSDARG00000038543","wdr48b"
"4dpa_vs_0dpa","ENSDARG00000038556","zgc:112185"
"4dpa_vs_0dpa","ENSDARG00000038559","h1-0"
"4dpa_vs_0dpa","ENSDARG00000038566","gnptg"
"4dpa_vs_0dpa","ENSDARG00000038576","ube2d1b"
"4dpa_vs_0dpa","ENSDARG00000038577","cox6c"
"4dpa_vs_0dpa","ENSDARG00000038585","eif4e2"
"4dpa_vs_0dpa","ENSDARG00000038608","sdhc"
"4dpa_vs_0dpa","ENSDARG00000038635","magoh"
"4dpa_vs_0dpa","ENSDARG00000038639","elovl6l"
"4dpa_vs_0dpa","ENSDARG00000038672","tcf7"
"4dpa_vs_0dpa","ENSDARG00000038683","mfap4.12"
"4dpa_vs_0dpa","ENSDARG00000038694","zgc:101744"
"4dpa_vs_0dpa","ENSDARG00000038729","s100z"
"4dpa_vs_0dpa","ENSDARG00000038754","plk3"
"4dpa_vs_0dpa","ENSDARG00000038768","mrpl12"
"4dpa_vs_0dpa","ENSDARG00000038789","tmem53"
"4dpa_vs_0dpa","ENSDARG00000038794","zgc:113531"
"4dpa_vs_0dpa","ENSDARG00000038805","pigp"
"4dpa_vs_0dpa","ENSDARG00000038835","ppid"
"4dpa_vs_0dpa","ENSDARG00000038866","trappc8"
"4dpa_vs_0dpa","ENSDARG00000038876","zgc:101569"
"4dpa_vs_0dpa","ENSDARG00000038882","smc4"
"4dpa_vs_0dpa","ENSDARG00000038900","acadm"
"4dpa_vs_0dpa","ENSDARG00000038901","tmem256"
"4dpa_vs_0dpa","ENSDARG00000038938","itprid2"
"4dpa_vs_0dpa","ENSDARG00000038941","ppp1r1c"
"4dpa_vs_0dpa","ENSDARG00000038978","dnajb4"
"4dpa_vs_0dpa","ENSDARG00000038979","vopp1a"
"4dpa_vs_0dpa","ENSDARG00000038980","txndc12"
"4dpa_vs_0dpa","ENSDARG00000039005","trappc1"
"4dpa_vs_0dpa","ENSDARG00000039007","eno3"
"4dpa_vs_0dpa","ENSDARG00000039082","zgc:123010"
"4dpa_vs_0dpa","ENSDARG00000039100","jac7"
"4dpa_vs_0dpa","ENSDARG00000039125","map4k5"
"4dpa_vs_0dpa","ENSDARG00000039133","lamb4"
"4dpa_vs_0dpa","ENSDARG00000039136","cox16"
"4dpa_vs_0dpa","ENSDARG00000039150","lgmn"
"4dpa_vs_0dpa","ENSDARG00000039211","zgc:77439"
"4dpa_vs_0dpa","ENSDARG00000039213","prpf38a"
"4dpa_vs_0dpa","ENSDARG00000039243","ifi27.2"
"4dpa_vs_0dpa","ENSDARG00000039255","klhl21"
"4dpa_vs_0dpa","ENSDARG00000039266","rbm25a"
"4dpa_vs_0dpa","ENSDARG00000039268","emc4"
"4dpa_vs_0dpa","ENSDARG00000039269","arg2"
"4dpa_vs_0dpa","ENSDARG00000039273","fbln5"
"4dpa_vs_0dpa","ENSDARG00000039338","gadd45gip1"
"4dpa_vs_0dpa","ENSDARG00000039346","ndufa5"
"4dpa_vs_0dpa","ENSDARG00000039347","rps24"
"4dpa_vs_0dpa","ENSDARG00000039350","ssbp1"
"4dpa_vs_0dpa","ENSDARG00000039351","ccl19b"
"4dpa_vs_0dpa","ENSDARG00000039363","dnajb12a"
"4dpa_vs_0dpa","ENSDARG00000039373","epha3"
"4dpa_vs_0dpa","ENSDARG00000039390","sdhaf4"
"4dpa_vs_0dpa","ENSDARG00000039392","wnk1b"
"4dpa_vs_0dpa","ENSDARG00000039400","polr1c"
"4dpa_vs_0dpa","ENSDARG00000039422","fuom"
"4dpa_vs_0dpa","ENSDARG00000039424","snrpb2"
"4dpa_vs_0dpa","ENSDARG00000039429","adka"
"4dpa_vs_0dpa","ENSDARG00000039456","acbd6"
"4dpa_vs_0dpa","ENSDARG00000039493","naa20"
"4dpa_vs_0dpa","ENSDARG00000039499","soul2"
"4dpa_vs_0dpa","ENSDARG00000039535","dapp1"
"4dpa_vs_0dpa","ENSDARG00000039543","mrps6"
"4dpa_vs_0dpa","ENSDARG00000039576","fstl1b"
"4dpa_vs_0dpa","ENSDARG00000039579","cfd"
"4dpa_vs_0dpa","ENSDARG00000039601","ier3ip1"
"4dpa_vs_0dpa","ENSDARG00000039605","mat1a"
"4dpa_vs_0dpa","ENSDARG00000039649","mtif3"
"4dpa_vs_0dpa","ENSDARG00000039682","si:ch211-121a2.2"
"4dpa_vs_0dpa","ENSDARG00000039699","fam204a"
"4dpa_vs_0dpa","ENSDARG00000039719","mrps26"
"4dpa_vs_0dpa","ENSDARG00000039752","ccdc134"
"4dpa_vs_0dpa","ENSDARG00000039757","mcfd2"
"4dpa_vs_0dpa","ENSDARG00000039830","gng5"
"4dpa_vs_0dpa","ENSDARG00000039832","gsta.2"
